timestamp,consent_given
2025-05-25 14:21:57,True
2025-05-25 14:22:00,True
2025-05-25 14:22:26,True
2025-05-25 14:22:26,True
2025-05-25 14:22:26,True
2025-05-25 14:24:00,True
2025-05-25 14:25:33,True
2025-05-25 14:27:54,True
2025-05-25 14:29:52,True
2025-05-25 14:29:53,True
2025-05-25 14:30:19,True
2025-05-25 14:30:20,True
2025-05-25 14:31:10,True
2025-05-25 14:32:09,True
2025-05-25 14:55:07,True
